zip|type|decommissioned|primary_city|acceptable_cities|unacceptable_cities|state|county|timezone|area_codes|world_region|country|latitude|longitude|irs_estimated_population
30287|PO BOX|0|Morrow|||GA|Clayton County|America/New_York|404|NA|US|33.57|-84.34|239
30288|STANDARD|0|Conley|||GA|Clayton County|America/New_York|404, 470, 678, 943|NA|US|33.65|-84.33|7470
30289|PO BOX|0|Turin|||GA|Coweta County|America/New_York|470, 678, 770, 943|NA|US|33.32|-84.63|242
30290|STANDARD|0|Tyrone|||GA|Fayette County|America/New_York|470, 678, 770, 943|NA|US|33.46|-84.59|9390
30291|STANDARD|0|Union City|||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|33.57|-84.54|20730
30292|STANDARD|0|Williamson|||GA|Pike County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.18|-84.36|6040
30293|STANDARD|0|Woodbury|||GA|Meriwether County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|32.98|-84.58|2260
30294|STANDARD|0|Ellenwood|||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.63|-84.26|38580
30295|STANDARD|0|Zebulon|||GA|Pike County|America/New_York|470, 678, 770, 943|NA|US|33.1|-84.34|4280
30296|STANDARD|0|Riverdale|||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.56|-84.44|25450
30297|STANDARD|0|Forest Park|Fort Gillem, Gillem Enclave, Gillem Enclv||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.62|-84.37|23610
30298|PO BOX|0|Forest Park||Forest|GA|Clayton County|America/New_York|404|NA|US|33.61|-84.35|875
30301|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.85|-84.39|1009
30302|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|774
30303|STANDARD|0|Atlanta||Atl, Georgia State University|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.75|-84.39|1750
30304|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.64|-84.39|0
30305|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.83|-84.38|23640
30306|STANDARD|0|Atlanta||Atl, North Highland Finance|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.78|-84.34|20350
30307|STANDARD|0|Atlanta||Atl, Little Five Points Pstl Str|GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.77|-84.33|17460
30308|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.77|-84.37|13940
30309|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.78|-84.38|23030
30310|STANDARD|0|Atlanta||Atl, Fort Mcpherson|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.72|-84.42|20780
30311|STANDARD|0|Atlanta|South Fulton|Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.72|-84.48|25410
30312|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.74|-84.38|18340
30313|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.76|-84.4|3510
30314|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.75|-84.42|12100
30315|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.7|-84.38|24420
30316|STANDARD|0|Atlanta||Atl|GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.72|-84.32|28930
30317|STANDARD|0|Atlanta||Atl|GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.75|-84.32|11980
30318|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.78|-84.44|42230
30319|STANDARD|0|Atlanta|Brookhaven, Sandy Spgs, Sandy Springs|Atl, North Atlanta|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.87|-84.33|36090
30320|PO BOX|0|Atlanta||Atl, Logistics & Distribution Ctr|GA|Clayton County|America/New_York|404|NA|US|33.63|-84.43|312
30321|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|1247
30322|UNIQUE|0|Atlanta||Atl, Emory University|GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.79|-84.33|252
30324|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.81|-84.36|22070
30325|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.79|-84.44|475
30326|STANDARD|0|Atlanta|Brookhaven|Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.85|-84.36|6220
30327|STANDARD|0|Atlanta|Sandy Spgs, Sandy Springs|Atl|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.86|-84.42|22230
30328|STANDARD|0|Atlanta|Sandy Spgs, Sandy Springs|Atl|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.93|-84.38|35170
30329|STANDARD|0|Atlanta|Brookhaven|Atl, Briarcliff|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.82|-84.32|22680
30330|UNIQUE|1|Atlanta|Fort Mcpherson, Ft Mcpherson|Atl|GA|Fulton County|America/New_York|678|NA|US|33.7|-84.43|121
30331|STANDARD|0|Atlanta|South Fulton|Atl|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.71|-84.53|49010
30332|UNIQUE|0|Atlanta||Atl, Georgia Tech|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.78|-84.4|793
30333|PO BOX|0|Atlanta||Atl, Druid Hills|GA|Fulton County|America/New_York|404|NA|US|33.79|-84.32|198
30334|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.75|-84.39|257
30336|STANDARD|0|Atlanta|South Fulton|Atl, Industrial|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.74|-84.57|1430
30337|STANDARD|0|Atlanta|College Park, South Fulton|Atl|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.64|-84.46|8840
30338|STANDARD|0|Atlanta|Dunwoody, Sandy Spgs, Sandy Springs|Atl, North Springs|GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.94|-84.31|34200
30339|STANDARD|0|Atlanta|Sandy Spgs, Sandy Springs, Vinings|Atl, Cumberland, Overlook Sru, Vinnings|GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.86|-84.47|26090
30340|STANDARD|0|Atlanta|Doraville|Atl|GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.89|-84.25|24820
30341|STANDARD|0|Atlanta|Chamblee|Atl|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.9|-84.3|28200
30342|STANDARD|0|Atlanta|Sandy Spgs, Sandy Springs|Atl, Tuxedo|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.88|-84.37|27440
30343|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|260
30344|STANDARD|0|Atlanta|East Point|Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.68|-84.46|26830
30345|STANDARD|0|Atlanta||Atl|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.85|-84.28|21360
30346|STANDARD|0|Atlanta|Dunwoody|Atl|GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.92|-84.34|4490
30347|STANDARD|1|Atlanta|Atl, Executive Park||GA|Fulton County|America/New_York|404|NA|US|33.82|-84.33|242
30348|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.83|-84.38|41
30349|STANDARD|0|Atlanta|College Park, South Fulton|Atl|GA|Fulton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.61|-84.49|68710
30350|STANDARD|0|Atlanta|Dunwoody, Sandy Spgs, Sandy Springs|Atl|GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|33.97|-84.32|28530
30353|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|0
30354|STANDARD|0|Atlanta|Hapeville|Atl|GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.66|-84.39|13220
30355|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.83|-84.36|836
30356|PO BOX|0|Atlanta|Dunwoody|Atl|GA|Fulton County|America/New_York|404|NA|US|33.94|-84.33|418
30357|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.79|-84.38|646
30358|PO BOX|0|Atlanta|Sandy Spgs, Sandy Springs|Atl|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|702
30359|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.82|-84.32|549
30360|STANDARD|0|Atlanta|Doraville, Dunwoody|Atl, Winters Chapel|GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.93|-84.27|13830
30361|STANDARD|0|Atlanta||Atl|GA|Fulton County|America/New_York|404, 678, 770|NA|US|33.78|-84.38|58
30362|PO BOX|0|Atlanta|Doraville|Atl|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|981
30363|STANDARD|0|Atlanta|||GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.79|-84.4|2160
30364|PO BOX|0|Atlanta|East Point|Atl|GA|Fulton County|America/New_York|404|NA|US|33.67|-84.46|880
30366|PO BOX|0|Atlanta|Chamblee|Atl|GA|Fulton County|America/New_York|404|NA|US|33.88|-84.29|375
30368|UNIQUE|0|Atlanta||Atl, Suntrust|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
30369|STANDARD|0|Atlanta|||GA|Fulton County|America/New_York|678, 404, 470|NA|US|33.8|-84.47|0
30370|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|0
30371|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
30374|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.57|-84.39|0
30375|UNIQUE|0|Atlanta||Atl, Att Bellsouth|GA|Fulton County|America/New_York|404|NA|US|33.77|-84.38|0
30376|STANDARD|1|Atlanta|Atl||GA|Fulton County|America/New_York|404|NA|US|33.81|-84.35|0
30377|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|286
30378|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
30379|STANDARD|1|Atlanta|Atl||GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
30380|UNIQUE|0|Atlanta||Atl, Atlanta Postal Credit Union|GA|Fulton County|America/New_York|404|NA|US|33.64|-84.39|0
30384|UNIQUE|0|Atlanta||Atl, Bank America|GA|Fulton County|America/New_York|404|NA|US|33.89|-84.45|0
30385|UNIQUE|0|Atlanta||Atl, Att Bellsouth|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
30386|UNIQUE|1|Atlanta|Atl|Sears Roebuck Co|GA|Fulton County|America/New_York|404|NA|US|33.64|-84.39|0
30387|UNIQUE|1|Atlanta|Atl|J C Penney|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
30388|UNIQUE|0|Atlanta||Atl, Avon|GA|Fulton County|America/New_York|404|NA|US|33.76|-84.42|0
30389|UNIQUE|1|Atlanta|Atl|Atlanta Gas Light|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
30390|UNIQUE|1|Atlanta|Atl|J C Penney|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
30392|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|0
30394|PO BOX|0|Atlanta||Atl|GA|Fulton County|America/New_York|404|NA|US|33.75|-84.38|0
30396|UNIQUE|0|Atlanta||Atl, Georgia Power|GA|Fulton County|America/New_York|404|NA|US|33.64|-84.39|0
30398|UNIQUE|0|Atlanta||Atl, Bank America|GA|Fulton County|America/New_York|404|NA|US|33.64|-84.39|0
30399|UNIQUE|1|Atlanta|Atl|Bankamerica Corporation|GA|Fulton County|America/New_York|404|NA|US|33.74|-84.38|0
30401|STANDARD|0|Swainsboro|Covena, Summertown|Blun, Blundale, Dellwood, Gary, Kemp, Lexsy, Modoc, Wesley|GA|Emanuel County|America/New_York|478, 912|NA|US|32.59|-82.33|11080
30410|STANDARD|0|Ailey||Higgston, Mcgregor|GA|Montgomery County|America/New_York|912|NA|US|32.18|-82.57|1280
30411|STANDARD|0|Alamo|||GA|Wheeler County|America/New_York|229, 478, 912|NA|US|32.14|-82.77|2120
30412|PO BOX|0|Alston|||GA|Montgomery County|America/New_York|912|NA|US|32.08|-82.49|150
30413|STANDARD|0|Bartow|||GA|Jefferson County|America/New_York|478|NA|US|32.88|-82.47|1160
30414|PO BOX|0|Bellville|||GA|Evans County|America/New_York|912|NA|US|32.16|-81.99|193
30415|STANDARD|0|Brooklet||Akin, Arcola, Denmark, Hubert, Ivanhoe, Mcgregor, Stilson|GA|Bulloch County|America/New_York|912|NA|US|32.38|-81.66|7120
30417|STANDARD|0|Claxton|||GA|Evans County|America/New_York|912|NA|US|32.16|-81.9|8350
30420|STANDARD|0|Cobbtown||Aline|GA|Tattnall County|America/New_York|912|NA|US|32.28|-82.13|1590
30421|STANDARD|0|Collins|||GA|Tattnall County|America/New_York|912|NA|US|32.18|-82.1|2600
30423|PO BOX|0|Daisy|||GA|Evans County|America/New_York|912|NA|US|32.15|-81.83|337
30424|PO BOX|0|Dover|||GA|Screven County|America/New_York|912|NA|US|32.57|-81.71|77
30425|STANDARD|0|Garfield|||GA|Emanuel County|America/New_York|478, 912|NA|US|32.65|-82.09|1080
30426|STANDARD|0|Girard|||GA|Burke County|America/New_York|478, 706, 762, 803, 839, 912|NA|US|33.04|-81.71|750
30427|STANDARD|0|Glennville||Mendes|GA|Tattnall County|America/New_York|912|NA|US|31.93|-81.93|9340
30428|STANDARD|0|Glenwood|||GA|Wheeler County|America/New_York|229, 478, 912|NA|US|32.18|-82.67|1730
30429|PO BOX|0|Hagan|||GA|Evans County|America/New_York|912|NA|US|32.16|-81.93|1364
30434|STANDARD|0|Louisville||Grange, Rosier, Vidette|GA|Jefferson County|America/New_York|478, 706, 762|NA|US|32.99|-82.4|4340
30436|STANDARD|0|Lyons|Oak Park|Cedar Crossing, Ohoopee, Santa Claus|GA|Toombs County|America/New_York|912|NA|US|32.2|-82.32|9500
30438|PO BOX|0|Manassas|||GA|Tattnall County|America/New_York|912|NA|US|32.17|-82.02|71
30439|STANDARD|0|Metter||Excelsior|GA|Candler County|America/New_York|478, 912|NA|US|32.39|-82.06|8380
30441|STANDARD|0|Midville||Coleman Lake, Colemans Lake, Green Way, Greenway, Herndon|GA|Emanuel County|America/New_York|478, 706, 762|NA|US|32.82|-82.23|1590
30442|STANDARD|0|Millen|Perkins|Birdsville, Butts, Emmalane, Scarboro, Thrift|GA|Jenkins County|America/New_York|478, 706, 762, 912|NA|US|32.8|-81.94|5840
30445|STANDARD|0|Mount Vernon|||GA|Montgomery County|America/New_York|912|NA|US|32.18|-82.59|2060
30446|STANDARD|0|Newington|||GA|Screven County|America/New_York|803, 839, 912|NA|US|32.58|-81.5|1400
30447|PO BOX|0|Norristown|||GA|Emanuel County|America/New_York|478|NA|US|32.56|-82.55|0
30448|PO BOX|0|Nunez|||GA|Emanuel County|America/New_York|912|NA|US|32.49|-82.36|190
30449|PO BOX|0|Oliver|||GA|Screven County|America/New_York|912|NA|US|32.52|-81.53|171
30450|STANDARD|0|Portal||Aaron|GA|Bulloch County|America/New_York|478, 912|NA|US|32.53|-81.93|2180
30451|PO BOX|0|Pulaski|||GA|Candler County|America/New_York|912|NA|US|32.39|-81.95|325
30452|STANDARD|0|Register|||GA|Bulloch County|America/New_York|912|NA|US|32.36|-81.88|1410
30453|STANDARD|0|Reidsville|||GA|Tattnall County|America/New_York|912|NA|US|32.08|-82.11|5260
30454|STANDARD|0|Rockledge|||GA|Laurens County|America/New_York|478, 912|NA|US|32.44|-82.73|610
30455|STANDARD|0|Rocky Ford|||GA|Screven County|America/New_York|478, 912|NA|US|32.66|-81.82|520
30456|STANDARD|0|Sardis|||GA|Burke County|America/New_York|478, 706, 762, 912|NA|US|32.97|-81.76|1620
30457|STANDARD|0|Soperton|||GA|Treutlen County|America/New_York|478, 912|NA|US|32.37|-82.59|4460
30458|STANDARD|0|Statesboro|||GA|Bulloch County|America/New_York|912|NA|US|32.44|-81.77|26820
30459|PO BOX|0|Statesboro|||GA|Bulloch County|America/New_York|912|NA|US|32.44|-81.77|2235
30460|UNIQUE|0|Statesboro||Ga Southern University|GA|Bulloch County|America/New_York|912|NA|US|32.43|-81.78|254
30461|STANDARD|0|Statesboro|||GA|Bulloch County|America/New_York|912|NA|US|32.51|-81.72|14160
30464|PO BOX|0|Stillmore|||GA|Emanuel County|America/New_York|912|NA|US|32.44|-82.22|518
30467|STANDARD|0|Sylvania|Hiltonia||GA|Screven County|America/New_York|478, 803, 839, 912|NA|US|32.75|-81.63|9650
30470|STANDARD|0|Tarrytown|||GA|Montgomery County|America/New_York|912|NA|US|32.31|-82.55|780
30471|STANDARD|0|Twin City||Canoochee|GA|Emanuel County|America/New_York|478, 912|NA|US|32.58|-82.15|3500
30473|STANDARD|0|Uvalda|||GA|Montgomery County|America/New_York|912|NA|US|32.03|-82.5|2180
30474|STANDARD|0|Vidalia||Center, Charles, Kibbee, Normantown, Petross|GA|Toombs County|America/New_York|912|NA|US|32.21|-82.4|13000
30475|PO BOX|0|Vidalia|||GA|Toombs County|America/New_York|912|NA|US|32.22|-82.37|2406
30477|STANDARD|0|Wadley||Moxley|GA|Jefferson County|America/New_York|478|NA|US|32.86|-82.4|2260
30499|UNIQUE|0|Reidsville||Georgia State Penitentiary|GA|Tattnall County|America/New_York|912|NA|US|32.08|-82.11|0
30501|STANDARD|0|Gainesville||Westside|GA|Hall County|America/New_York|470, 678, 770, 943|NA|US|34.29|-83.83|24990
30502|PO BOX|0|Chestnut Mountain|Chestnut Mtn, Oakwood||GA|Hall County|America/New_York|678|NA|US|34.19|-83.85|384
30503|PO BOX|0|Gainesville|||GA|Hall County|America/New_York|678|NA|US|34.29|-83.83|2112
30504|STANDARD|0|Gainesville|||GA|Hall County|America/New_York|470, 678, 770, 943|NA|US|34.27|-83.89|25510
30506|STANDARD|0|Gainesville|||GA|Hall County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.35|-83.9|42120
30507|STANDARD|0|Gainesville|||GA|Hall County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.25|-83.77|28790
30510|STANDARD|0|Alto|||GA|Habersham County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.47|-83.57|6010
30511|STANDARD|0|Baldwin|||GA|Banks County|America/New_York|706, 762|NA|US|34.48|-83.53|3070
30512|STANDARD|0|Blairsville|||GA|Union County|America/New_York|706, 762, 828|NA|US|34.87|-83.95|18470
30513|STANDARD|0|Blue Ridge|||GA|Fannin County|America/New_York|423, 706, 762|NA|US|34.86|-84.32|10080
30514|PO BOX|0|Blairsville|||GA|Union County|America/New_York|706|NA|US|34.87|-83.95|2962
30515|PO BOX|0|Buford|||GA|Gwinnett County|America/New_York|678|NA|US|34.11|-83.99|1072
30516|STANDARD|0|Bowersville|||GA|Hart County|America/New_York|706, 762|NA|US|34.37|-83.08|1750
30517|STANDARD|0|Braselton|||GA|Jackson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.13|-83.8|16770
30518|STANDARD|0|Buford|Rest Haven, Sugar Hill|Sugarhill|GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|34.11|-83.99|54170
30519|STANDARD|0|Buford|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|34.09|-83.94|53010
30520|STANDARD|0|Canon|||GA|Franklin County|America/New_York|706, 762|NA|US|34.34|-83.11|3780
30521|STANDARD|0|Carnesville|||GA|Franklin County|America/New_York|706, 762|NA|US|34.36|-83.23|4630
30522|STANDARD|0|Cherry Log|||GA|Gilmer County|America/New_York|706, 762|NA|US|34.8|-84.34|980
30523|STANDARD|0|Clarkesville|||GA|Habersham County|America/New_York|706, 762, 864|NA|US|34.6|-83.52|11810
30525|STANDARD|0|Clayton|||GA|Rabun County|America/New_York|706, 762, 828, 864|NA|US|34.87|-83.4|7500
30527|STANDARD|0|Clermont|||GA|Hall County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.47|-83.77|4560
30528|STANDARD|0|Cleveland|||GA|White County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.59|-83.76|20580
30529|STANDARD|0|Commerce|||GA|Jackson County|America/New_York|706, 762|NA|US|34.2|-83.46|10690
30530|STANDARD|0|Commerce|||GA|Banks County|America/New_York|706, 762|NA|US|34.22|-83.39|5790
30531|STANDARD|0|Cornelia|||GA|Habersham County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.51|-83.52|10700
30533|STANDARD|0|Dahlonega|||GA|Lumpkin County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.53|-83.98|21330
30534|STANDARD|0|Dawsonville|||GA|Dawson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.42|-84.11|29750
30535|STANDARD|0|Demorest|||GA|Habersham County|America/New_York|706, 762|NA|US|34.56|-83.54|6510
30536|STANDARD|0|Ellijay|||GA|Gilmer County|America/New_York|706, 762|NA|US|34.66|-84.33|6960
30537|STANDARD|0|Dillard|Sky Valley||GA|Rabun County|America/New_York|706, 762, 828|NA|US|34.97|-83.38|1240
30538|STANDARD|0|Eastanollee|||GA|Stephens County|America/New_York|706, 762|NA|US|34.49|-83.25|2650
30539|PO BOX|0|East Ellijay|||GA|Gilmer County|America/New_York|706, 762|NA|US|34.68|-84.47|2028
30540|STANDARD|0|Ellijay|East Ellijay||GA|Gilmer County|America/New_York|706, 762|NA|US|34.69|-84.48|16900
30541|STANDARD|0|Epworth|||GA|Fannin County|America/New_York|423, 706, 762|NA|US|34.92|-84.51|1510
30542|STANDARD|0|Flowery Branch|Flowery Br||GA|Hall County|America/New_York|470, 678, 770, 943|NA|US|34.18|-83.92|37430
30543|STANDARD|0|Gillsville|||GA|Hall County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.31|-83.63|4710
30544|PO BOX|1|Habersham|Demorest||GA|Habersham County|America/New_York|706|NA|US|34.56|-83.54|0
30545|STANDARD|0|Helen|||GA|White County|America/New_York|706, 762|NA|US|34.7|-83.72|1020
30546|STANDARD|0|Hiawassee|||GA|Towns County|America/New_York|706, 762, 828|NA|US|34.94|-83.75|6830
30547|STANDARD|0|Homer|||GA|Banks County|America/New_York|706, 762|NA|US|34.33|-83.49|3260
30548|STANDARD|0|Hoschton|||GA|Jackson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.09|-83.76|24070
30549|STANDARD|0|Jefferson|Arcade||GA|Jackson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.13|-83.59|28110
30552|STANDARD|0|Lakemont|||GA|Rabun County|America/New_York|706, 762, 864|NA|US|34.78|-83.41|1460
30553|STANDARD|0|Lavonia|||GA|Franklin County|America/New_York|706, 762, 864|NA|US|34.43|-83.1|6870
30554|STANDARD|0|Lula|||GA|Hall County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.39|-83.66|7560
30555|STANDARD|0|Mc Caysville||Fry, Mccaysville|GA|Fannin County|America/New_York|423, 706, 762|NA|US|34.98|-84.37|1740
30557|STANDARD|0|Martin|Avalon||GA|Franklin County|America/New_York|706, 762, 864|NA|US|34.48|-83.18|4320
30558|STANDARD|0|Maysville|||GA|Jackson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.25|-83.55|4770
